PAC,CID,CRPName,Distid,Total,,
National Business Aircraft Assn,N00013323,"Graves, Sam",MO06,"$15,000",,
Freeport-McMoRan,N00039293,"Biggs, Andy",AZ05,"$10,000",,
American Academy of Emergency Medicine,N00046055,"Jackson, Ronny",TX13,"$12,500",,
Huntington Ingalls Industries,N00007099,"Calvert, Ken",CA42,"$17,500",,
Huntington Ingalls Industries,N00043298,"Hyde-Smith, Cindy",MSS1,"$15,000",,
Huntington Ingalls Industries,N00037003,"Kelly, Trent",MS01,"$10,000",,
Huntington Ingalls Industries,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Huntington Ingalls Industries,N00031958,"Palazzo, Steven",MS04,"$17,000",,
Huntington Ingalls Industries,N00029459,"Wittman, Rob",VA01,"$17,000",,
National Milk Producers Federation,N00029736,"Thompson, Glenn",PA15,"$10,000",,
American Seniors Housing Assn,N00025726,"Cole, Tom",OK04,"$20,000",,
American Seniors Housing Assn,N00026166,"Foxx, Virginia",NC05,"$10,000",,
Society of Thoracic Surgeons,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Defend America PAC,N00044245,"Carl, Jerry",AL01,"$10,000",,
Defend America PAC,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
Fund for a Conservative Future,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
House Conservatives Fund,N00044335,"Bishop, Dan",NC09,"$11,000",,
House Conservatives Fund,N00025095,"Carter, John",TX31,"$10,000",,
House Conservatives Fund,N00003689,"Chabot, Steve",OH01,"$10,000",,
House Conservatives Fund,N00031390,"Hagedorn, Jim",MN01,"$10,000",,
House Conservatives Fund,N00006460,"Schweikert, David",AZ06,"$10,000",,
House Conservatives Fund,N00042240,"Wright, Ron",TX06,"$10,000",,
Capital One Financial,N00039551,"Budd, Ted",NC13,"$10,000",,
Capital One Financial,N00026823,"Kennedy, John",LAS2,"$10,000",,
Capital One Financial,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Capital One Financial,N00035523,"Stefanik, Elise",NY21,"$10,000",,
Capital One Financial,N00030602,"Williams, Roger",TX25,"$12,500",,
Value in Electing Women PAC,N00044579,"Bice, Stephanie",OK05,"$10,000",,
Value in Electing Women PAC,N00045978,"Cammack, Kat",FL03,"$10,000",,
Value in Electing Women PAC,N00045251,"Fischbach, Michelle",MN07,"$10,000",,
Value in Electing Women PAC,N00046688,"Harshbarger, Diana",TN01,"$10,000",,
Value in Electing Women PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Value in Electing Women PAC,N00042056,"Lesko, Debbie",AZ08,"$15,000",,
Value in Electing Women PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Value in Electing Women PAC,N00044040,"Malliotakis, Nicole",NY11,"$10,000",,
Value in Electing Women PAC,N00045730,"McClain, Lisa",MI10,"$10,000",,
Value in Electing Women PAC,N00041542,"Miller, Carol",WV03,"$15,000",,
Value in Electing Women PAC,N00045703,"Miller, Mary",IL15,"$10,000",,
Value in Electing Women PAC,N00035523,"Stefanik, Elise",NY21,"$20,000",,
Value in Electing Women PAC,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
Value in Electing Women PAC,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Lincoln Club of Orange County,N00044298,"Garcia, Mike",CA25,"$10,000",,
DISH Network,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Susan B Anthony List,N00045703,"Miller, Mary",IL15,"$10,000",,
Cardinal Health,N00003689,"Chabot, Steve",OH01,"$10,000",,
Cardinal Health,N00031128,"Gibbs, Bob",OH07,"$10,000",,
Asian American Hotel Owners Assn,N00026166,"Foxx, Virginia",NC05,"$10,000",,
Asian American Hotel Owners Assn,N00027783,"Norman, Ralph",SC05,"$10,000",,
Asian American Hotel Owners Assn,N00024809,"Wilson, Joe",SC02,"$10,000",,
Morgan Stanley,N00038285,"Arrington, Jodey",TX19,"$10,000",,
Morgan Stanley,N00039551,"Budd, Ted",NC13,"$10,000",,
Morgan Stanley,N00040712,"Estes, Ron",KS04,"$10,000",,
Morgan Stanley,N00026166,"Foxx, Virginia",NC05,"$10,000",,
Morgan Stanley,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Morgan Stanley,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Morgan Stanley,N00007248,"Nunes, Devin",CA22,"$10,000",,
Morgan Stanley,N00033832,"Rice, Tom",SC07,"$10,000",,
Morgan Stanley,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Morgan Stanley,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Argentum,N00025726,"Cole, Tom",OK04,"$15,000",,
Argentum,N00026166,"Foxx, Virginia",NC05,"$10,000",,
L3Harris Technologies,N00007099,"Calvert, Ken",CA42,"$15,000",,
L3Harris Technologies,N00025095,"Carter, John",TX31,"$10,000",,
L3Harris Technologies,N00003689,"Chabot, Steve",OH01,"$15,000",,
L3Harris Technologies,N00025726,"Cole, Tom",OK04,"$15,000",,
L3Harris Technologies,N00025337,"Diaz-Balart, Mario",FL25,"$12,500",,
L3Harris Technologies,N00040829,"Hern, Kevin",OK01,"$10,000",,
L3Harris Technologies,N00003473,"Rogers, Hal",KY05,"$15,000",,
L3Harris Technologies,N00035523,"Stefanik, Elise",NY21,"$10,000",,
L3Harris Technologies,N00033932,"Stewart, Chris",UT02,"$13,000",,
L3Harris Technologies,N00024809,"Wilson, Joe",SC02,"$10,000",,
L3Harris Technologies,N00029459,"Wittman, Rob",VA01,"$14,000",,
US Oncology,N00025219,"Burgess, Michael",TX26,"$15,000",,
US Oncology,N00007248,"Nunes, Devin",CA22,"$17,500",,
BASF Corp,N00036135,"Graves, Garret",LA06,"$15,000",,
BASF Corp,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
DaVita Inc,N00028152,"McCarthy, Kevin",CA23,"$17,500",,
DaVita Inc,N00007248,"Nunes, Devin",CA22,"$11,000",,
DaVita Inc,N00035282,"Smith, Jason",MO08,"$12,500",,
HollyFrontier Corp,N00044579,"Bice, Stephanie",OK05,"$15,000",,
American Assn of Orthopaedic Surgeons,N00037185,"Banks, Jim",IN03,"$11,150",,
American Assn of Orthopaedic Surgeons,N00025219,"Burgess, Michael",TX26,"$13,000",,
American Assn of Orthopaedic Surgeons,N00030752,"Duncan, Jeff",SC03,"$12,500",,
American Assn of Orthopaedic Surgeons,N00037442,"Dunn, Neal",FL02,"$10,000",,
American Assn of Orthopaedic Surgeons,N00029147,"Harris, Andy",MD01,"$10,000",,
American Assn of Orthopaedic Surgeons,N00033630,"Hudson, Richard",NC08,"$13,500",,
American Assn of Orthopaedic Surgeons,N00039106,"Johnson, Mike",LA04,"$10,000",,
American Assn of Orthopaedic Surgeons,N00043242,"Joyce, John",PA13,"$13,000",,
American Assn of Orthopaedic Surgeons,N00030676,"Long, Billy",MO07,"$11,500",,
American Assn of Orthopaedic Surgeons,N00037034,"Marshall, Roger",KSS1,"$15,000",,
American Assn of Orthopaedic Surgeons,N00044027,"Murphy, Greg",NC03,"$13,500",,
American Assn of Orthopaedic Surgeons,N00033832,"Rice, Tom",SC07,"$10,000",,
American Assn of Orthopaedic Surgeons,N00006460,"Schweikert, David",AZ06,"$10,000",,
American Assn of Orthopaedic Surgeons,N00005681,"Sessions, Pete",TX17,"$12,500",,
American Assn of Orthopaedic Surgeons,N00035523,"Stefanik, Elise",NY21,"$10,000",,
American Assn of Orthopaedic Surgeons,N00042164,"Van Drew, Jeff",NJ02,"$12,000",,
American Assn of Orthopaedic Surgeons,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
American College of Radiology,N00038285,"Arrington, Jodey",TX19,"$15,000",,
American College of Radiology,N00025219,"Burgess, Michael",TX26,"$15,000",,
American College of Radiology,N00040712,"Estes, Ron",KS04,"$15,000",,
American College of Radiology,N00033630,"Hudson, Richard",NC08,"$15,000",,
American College of Radiology,N00046055,"Jackson, Ronny",TX13,"$13,000",,
American College of Radiology,N00043242,"Joyce, John",PA13,"$15,000",,
American College of Radiology,N00037034,"Marshall, Roger",KSS1,"$10,000",,
American College of Radiology,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
American College of Radiology,N00033410,"Mullin, Markwayne",OK02,"$12,500",,
American College of Radiology,N00044027,"Murphy, Greg",NC03,"$20,000",,
Next Century Fund,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Rely on Your Beliefs,N00013323,"Graves, Sam",MO06,"$10,000",,
Rely on Your Beliefs,N00031005,"Hartzler, Vicky",MO04,"$10,000",,
Rely on Your Beliefs,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Rely on Your Beliefs,N00007017,"Issa, Darrell",CA50,"$10,000",,
Rely on Your Beliefs,N00030676,"Long, Billy",MO07,"$10,000",,
Rely on Your Beliefs,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Rely on Your Beliefs,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Rely on Your Beliefs,N00035282,"Smith, Jason",MO08,"$10,000",,
Republican Jewish Coalition,N00029404,"Zeldin, Lee",NY01,"$10,000",,
CRH Americas,N00037034,"Marshall, Roger",KSS1,"$10,000",,
CRH Americas,N00035523,"Stefanik, Elise",NY21,"$18,500",,
National Assn of Spine Specialists,N00025219,"Burgess, Michael",TX26,"$15,000",,
National Assn of Spine Specialists,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Gulf States Toyota,N00009660,"Scalise, Steve",LA01,"$10,000",,
California Dairies Inc,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
California Dairies Inc,N00007248,"Nunes, Devin",CA22,"$20,000",,
Goldman Sachs,N00005559,"Lucas, Frank D",OK03,"$10,000",,
Goldman Sachs,N00030026,"Luetkemeyer, Blaine",MO03,"$15,000",,
Goldman Sachs,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Goldman Sachs,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Goldman Sachs,N00029404,"Zeldin, Lee",NY01,"$10,000",,
California Water Service Group,N00033987,"LaMalfa, Doug",CA01,"$10,600",,
Balch & Bingham,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
American Resort Development Assn,N00042237,"Gooden, Lance",TX05,"$20,000",,
American Resort Development Assn,N00007017,"Issa, Darrell",CA50,"$10,000",,
American Resort Development Assn,N00043242,"Joyce, John",PA13,"$10,000",,
American Resort Development Assn,N00031647,"Kelly, Mike",PA16,"$10,000",,
American Resort Development Assn,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
American Resort Development Assn,N00033410,"Mullin, Markwayne",OK02,"$15,000",,
American Resort Development Assn,N00033832,"Rice, Tom",SC07,"$10,000",,
American Resort Development Assn,N00009660,"Scalise, Steve",LA01,"$10,000",,
American Resort Development Assn,N00035282,"Smith, Jason",MO08,"$10,000",,
American Academy of Dermatology Assn,N00025219,"Burgess, Michael",TX26,"$20,000",,
American Academy of Dermatology Assn,N00035346,"Carter, Buddy",GA01,"$11,000",,
American Academy of Dermatology Assn,N00032029,"Griffith, Morgan",VA09,"$17,500",,
American Academy of Dermatology Assn,N00029147,"Harris, Andy",MD01,"$11,000",,
American Academy of Dermatology Assn,N00043242,"Joyce, John",PA13,"$20,000",,
American Academy of Dermatology Assn,N00037034,"Marshall, Roger",KSS1,"$11,000",,
American Academy of Dermatology Assn,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
American Academy of Dermatology Assn,N00009660,"Scalise, Steve",LA01,"$20,000",,
National Thoroughbred Racing Assn,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
National Thoroughbred Racing Assn,N00003473,"Rogers, Hal",KY05,"$10,000",,
National Thoroughbred Racing Assn,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Amazon.com,N00013323,"Graves, Sam",MO06,"$10,000",,
Amazon.com,N00032029,"Griffith, Morgan",VA09,"$12,500",,
Amazon.com,N00033630,"Hudson, Richard",NC08,"$10,000",,
Amazon.com,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Amazon.com,N00035523,"Stefanik, Elise",NY21,"$15,000",,
Schwan's Co,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Southwest Airlines Pilots Assn,N00039533,"Bergman, John",MI01,"$15,000",,
Southwest Airlines Pilots Assn,N00033085,"Cruz, Ted",TXS2,"$11,500",,
Southwest Airlines Pilots Assn,N00036135,"Graves, Garret",LA06,"$10,000",,
Southwest Airlines Pilots Assn,N00013323,"Graves, Sam",MO06,"$10,000",,
T-Mobile USA,N00040712,"Estes, Ron",KS04,"$11,500",,
T-Mobile USA,N00033630,"Hudson, Richard",NC08,"$10,000",,
T-Mobile USA,N00039106,"Johnson, Mike",LA04,"$12,500",,
T-Mobile USA,N00030676,"Long, Billy",MO07,"$20,000",,
T-Mobile USA,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
T-Mobile USA,N00009660,"Scalise, Steve",LA01,"$10,000",,
Triumph Group,N00024809,"Wilson, Joe",SC02,"$10,000",,
California Rice Industry Assn,N00033987,"LaMalfa, Doug",CA01,"$10,000",,
PETE PAC,N00007017,"Issa, Darrell",CA50,"$10,000",,
Entergy Corp,N00036135,"Graves, Garret",LA06,"$10,000",,
Entergy Corp,N00039106,"Johnson, Mike",LA04,"$14,000",,
America's Communication Assn,N00032088,"Johnson, Bill",OH06,"$20,000",,
American Congress of Obstetricians & Gynecologists,N00025219,"Burgess, Michael",TX26,"$14,500",,
Bank of America,N00031647,"Kelly, Mike",PA16,"$10,000",,
Bank of America,N00030026,"Luetkemeyer, Blaine",MO03,"$17,500",,
Bank of America,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Bank of America,N00007248,"Nunes, Devin",CA22,"$17,500",,
Visa Inc,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Visa Inc,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
BWX Technologies,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
BWX Technologies,N00029459,"Wittman, Rob",VA01,"$10,000",,
American Academy of Pediatric Dentistry,N00005736,"Babin, Brian",TX36,"$10,000",,
American Academy of Pediatric Dentistry,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Federal Aviation Admin Managers Assn,N00013323,"Graves, Sam",MO06,"$15,000",,
Sierra Nevada Corp,N00007099,"Calvert, Ken",CA42,"$15,000",,
Responsibility & Freedom Work PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Responsibility & Freedom Work PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Responsibility & Freedom Work PAC,N00044434,"Tuberville, Tommy",ALS1,"$15,000",,
Wendy's Co,N00040829,"Hern, Kevin",OK01,"$10,000",,
Dell Technologies,N00025095,"Carter, John",TX31,"$11,000",,
Dell Technologies,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Charles Schwab Corp,N00030026,"Luetkemeyer, Blaine",MO03,"$15,000",,
Charles Schwab Corp,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Unaka Corp,N00033832,"Rice, Tom",SC07,"$10,600",,
Radiance Technologies,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
Radiance Technologies,N00024759,"Rogers, Mike D",AL03,"$10,000",,
American Psychiatric Assn,N00025219,"Burgess, Michael",TX26,"$11,000",,
Consumer Technology Assn,N00007017,"Issa, Darrell",CA50,"$10,000",,
American College of Cardiology,N00025219,"Burgess, Michael",TX26,"$15,000",,
American College of Cardiology,N00040712,"Estes, Ron",KS04,"$10,000",,
American College of Cardiology,N00009660,"Scalise, Steve",LA01,"$10,000",,
Travelers Companies,N00030026,"Luetkemeyer, Blaine",MO03,"$15,000",,
Travelers Companies,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
II-VI Inc,N00007099,"Calvert, Ken",CA42,"$10,000",,
Nucor Corp,N00044335,"Bishop, Dan",NC09,"$12,500",,
Nucor Corp,N00030770,"Crawford, Rick",AR01,"$20,000",,
Nucor Corp,N00033630,"Hudson, Richard",NC08,"$10,000",,
Nucor Corp,N00033832,"Rice, Tom",SC07,"$10,000",,
Experian,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Experian,N00028152,"McCarthy, Kevin",CA23,"$17,500",,
Experian,N00030602,"Williams, Roger",TX25,"$10,000",,
FMR Corp,N00039551,"Budd, Ted",NC13,"$10,000",,
FMR Corp,N00030026,"Luetkemeyer, Blaine",MO03,"$14,500",,
FMR Corp,N00028152,"McCarthy, Kevin",CA23,"$12,500",,
FMR Corp,N00043290,"Scott, Rick",FLS1,"$10,000",,
Dynetics Inc,N00003028,"Aderholt, Robert B",AL04,"$15,000",,
Dynetics Inc,N00025726,"Cole, Tom",OK04,"$10,000",,
Dynetics Inc,N00030815,"Fleischmann, Chuck",TN03,"$10,000",,
Dynetics Inc,N00024759,"Rogers, Mike D",AL03,"$10,000",,
Dynetics Inc,N00009660,"Scalise, Steve",LA01,"$10,000",,
GEO Group,N00030815,"Fleischmann, Chuck",TN03,"$10,000",,
Butler Snow LLP,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
American College of Surgeons Prof Assn,N00025219,"Burgess, Michael",TX26,"$17,500",,
American College of Surgeons Prof Assn,N00037034,"Marshall, Roger",KSS1,"$10,000",,
American College of Surgeons Prof Assn,N00044027,"Murphy, Greg",NC03,"$11,500",,
American College of Surgeons Prof Assn,N00009660,"Scalise, Steve",LA01,"$11,500",,
Community Oncology Alliance,N00033630,"Hudson, Richard",NC08,"$10,500",,
American Society for Radiation Oncology,N00025219,"Burgess, Michael",TX26,"$13,000",,
CVS Health,N00025219,"Burgess, Michael",TX26,"$20,000",,
CVS Health,N00032088,"Johnson, Bill",OH06,"$10,000",,
CVS Health,N00031647,"Kelly, Mike",PA16,"$10,000",,
CVS Health,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
CVS Health,N00007248,"Nunes, Devin",CA22,"$10,000",,
CVS Health,N00006460,"Schweikert, David",AZ06,"$17,500",,
HNTB Holdings,N00046394,"Gimenez, Carlos",FL26,"$10,000",,
Truist Financial,N00033720,"Allen, Richard W",GA12,"$15,000",,
Truist Financial,N00035347,"Loudermilk, Barry",GA11,"$15,000",,
Truist Financial,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
New Majority PAC,N00044298,"Garcia, Mike",CA25,"$10,000",,
Alamo PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Pride Mobility Products,N00029416,"Meuser, Dan",PA09,"$10,500",,
Tenn PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
ITC Holdings,N00026368,"Walberg, Tim",MI07,"$10,000",,
Rock Holdings,N00039533,"Bergman, John",MI01,"$10,000",,
Rock Holdings,N00033630,"Hudson, Richard",NC08,"$10,000",,
Rock Holdings,N00039106,"Johnson, Mike",LA04,"$10,000",,
Rock Holdings,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Rock Holdings,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Fund for America's Future,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Fund for America's Future,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Fund for America's Future,N00024809,"Wilson, Joe",SC02,"$10,000",,
Specialty Equipment Market Assn,N00033630,"Hudson, Richard",NC08,"$11,000",,
CalPortland Co,N00045377,"Obernolte, Jay",CA08,"$10,000",,
Eureka PAC,N00044298,"Garcia, Mike",CA25,"$10,000",,
Eureka PAC,N00045377,"Obernolte, Jay",CA08,"$10,000",,
Freedom Fund,N00041335,"Fulcher, Russ",ID01,"$10,000",,
Freedom Fund,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Allergan Inc,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
Allergan Inc,N00042237,"Gooden, Lance",TX05,"$25,000",,
Allergan Inc,N00006460,"Schweikert, David",AZ06,"$15,000",,
Tree Care Industry Assn,N00026166,"Foxx, Virginia",NC05,"$10,000",,
Dirigo PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Dirigo PAC,N00035523,"Stefanik, Elise",NY21,"$10,000",,
Making Business Excel PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Herbalife Nutrition,N00033630,"Hudson, Richard",NC08,"$10,000",,
Publix Super Markets,N00033630,"Hudson, Richard",NC08,"$10,000",,
AmerisourceBergen Corp,N00035346,"Carter, Buddy",GA01,"$11,000",,
AmerisourceBergen Corp,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Fresenius Medical Care North America,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Fresenius Medical Care North America,N00007248,"Nunes, Devin",CA22,"$15,000",,
Fresenius Medical Care North America,N00035282,"Smith, Jason",MO08,"$17,000",,
Freedom's Defense Fund,N00044298,"Garcia, Mike",CA25,"$12,000",,
Serco Inc,N00025726,"Cole, Tom",OK04,"$10,000",,
Serco Inc,N00028133,"Lamborn, Douglas L",CO05,"$10,000",,
Serco Inc,N00029459,"Wittman, Rob",VA01,"$10,000",,
COLE PAC,N00044579,"Bice, Stephanie",OK05,"$10,000",,
COLE PAC,N00044298,"Garcia, Mike",CA25,"$10,000",,
National Council of Textile Orgs,N00033832,"Rice, Tom",SC07,"$10,000",,
Blue Cross/Blue Shield of South Carolina,N00030752,"Duncan, Jeff",SC03,"$12,500",,
Blue Cross/Blue Shield of South Carolina,N00042715,"Timmons, William",SC04,"$15,000",,
Blue Cross/Blue Shield of South Carolina,N00024809,"Wilson, Joe",SC02,"$10,000",,
Telapex Inc,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Heartland Values PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Heartland Values PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Heartland Values PAC,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Heartland Values PAC,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
MARSHA PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
MARSHA PAC,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Blessey Marine Service,N00009660,"Scalise, Steve",LA01,"$13,500",,
Fraternity & Sorority PAC,N00026166,"Foxx, Virginia",NC05,"$12,500",,
Fraternity & Sorority PAC,N00033630,"Hudson, Richard",NC08,"$10,000",,
Fraternity & Sorority PAC,N00035523,"Stefanik, Elise",NY21,"$20,000",,
MasterCard Inc,N00030026,"Luetkemeyer, Blaine",MO03,"$14,000",,
Cerner Corp,N00037034,"Marshall, Roger",KSS1,"$10,000",,
SpaceX,N00037442,"Dunn, Neal",FL02,"$10,000",,
SpaceX,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
SpaceX,N00029662,"Posey, Bill",FL08,"$10,000",,
SpaceX,N00024759,"Rogers, Mike D",AL03,"$20,000",,
SpaceX,N00005681,"Sessions, Pete",TX17,"$10,000",,
Saltchuk Resources,N00039777,"Rutherford, John",FL04,"$10,000",,
Association of KFC Franchisees,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Association of KFC Franchisees,N00009660,"Scalise, Steve",LA01,"$10,000",,
American Assn of Neurological Surgeons,N00025219,"Burgess, Michael",TX26,"$11,000",,
American Assn of Neurological Surgeons,N00029147,"Harris, Andy",MD01,"$10,000",,
American Assn of Neurological Surgeons,N00031647,"Kelly, Mike",PA16,"$10,000",,
American Assn of Neurological Surgeons,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Osi Systems,N00031958,"Palazzo, Steven",MS04,"$10,000",,
American Fuel & Petrochem Manufacturers,N00009660,"Scalise, Steve",LA01,"$10,000",,
Lone Star Leadership PAC,N00033630,"Hudson, Richard",NC08,"$10,000",,
Border Health,N00042237,"Gooden, Lance",TX05,"$15,000",,
Wholesale & Specialty Insurance Assn,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
American Commercial Barge Line,N00013323,"Graves, Sam",MO06,"$10,000",,
EmergeOrtho,N00044027,"Murphy, Greg",NC03,"$10,000",,
Alliance for Pharmacy Compounding,N00035346,"Carter, Buddy",GA01,"$10,000",,
Alliance for Pharmacy Compounding,N00032029,"Griffith, Morgan",VA09,"$10,000",,
Charter Communications,N00039533,"Bergman, John",MI01,"$12,500",,
Charter Communications,N00039293,"Biggs, Andy",AZ05,"$12,500",,
Charter Communications,N00025219,"Burgess, Michael",TX26,"$15,000",,
Charter Communications,N00035346,"Carter, Buddy",GA01,"$10,000",,
Charter Communications,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Charter Communications,N00030752,"Duncan, Jeff",SC03,"$10,000",,
Charter Communications,N00036135,"Graves, Garret",LA06,"$13,000",,
Charter Communications,N00032029,"Griffith, Morgan",VA09,"$15,000",,
Charter Communications,N00041620,"Hawley, Josh",MOS2,"$10,000",,
Charter Communications,N00033630,"Hudson, Richard",NC08,"$20,000",,
Charter Communications,N00032088,"Johnson, Bill",OH06,"$20,000",,
Charter Communications,N00039106,"Johnson, Mike",LA04,"$15,000",,
Charter Communications,N00026823,"Kennedy, John",LAS2,"$15,000",,
Charter Communications,N00030676,"Long, Billy",MO07,"$20,000",,
Charter Communications,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Charter Communications,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Charter Communications,N00033410,"Mullin, Markwayne",OK02,"$11,500",,
Charter Communications,N00041871,"Reschenthaler, Guy",PA14,"$12,500",,
Charter Communications,N00009660,"Scalise, Steve",LA01,"$15,000",,
Charter Communications,N00043290,"Scott, Rick",FLS1,"$15,000",,
Charter Communications,N00035282,"Smith, Jason",MO08,"$20,000",,
Charter Communications,N00035523,"Stefanik, Elise",NY21,"$20,000",,
Charter Communications,N00042808,"Steube, Greg",FL17,"$10,000",,
Charter Communications,N00026368,"Walberg, Tim",MI07,"$12,500",,
Charter Communications,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Pinnacle Bancorp,N00027623,"Smith, Adrian",NE03,"$10,600",,
Online Lenders Alliance,N00030026,"Luetkemeyer, Blaine",MO03,"$15,000",,
Online Lenders Alliance,N00009660,"Scalise, Steve",LA01,"$10,000",,
Majority Cmte PAC,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
Majority Cmte PAC,N00033720,"Allen, Richard W",GA12,"$10,000",,
Majority Cmte PAC,N00005736,"Babin, Brian",TX36,"$10,000",,
Majority Cmte PAC,N00041954,"Baird, Jim",IN04,"$10,000",,
Majority Cmte PAC,N00037185,"Banks, Jim",IN03,"$10,000",,
Majority Cmte PAC,N00045773,"Bentz, Cliff",OR02,"$10,000",,
Majority Cmte PAC,N00039533,"Bergman, John",MI01,"$10,000",,
Majority Cmte PAC,N00044579,"Bice, Stephanie",OK05,"$10,000",,
Majority Cmte PAC,N00039293,"Biggs, Andy",AZ05,"$10,000",,
Majority Cmte PAC,N00044335,"Bishop, Dan",NC09,"$10,000",,
Majority Cmte PAC,N00035420,"Bost, Mike",IL12,"$10,000",,
Majority Cmte PAC,N00039551,"Budd, Ted",NC13,"$10,000",,
Majority Cmte PAC,N00041594,"Burchett, Tim",TN02,"$15,000",,
Majority Cmte PAC,N00025219,"Burgess, Michael",TX26,"$10,000",,
Majority Cmte PAC,N00007099,"Calvert, Ken",CA42,"$10,000",,
Majority Cmte PAC,N00045978,"Cammack, Kat",FL03,"$10,000",,
Majority Cmte PAC,N00044245,"Carl, Jerry",AL01,"$15,000",,
Majority Cmte PAC,N00035346,"Carter, Buddy",GA01,"$10,000",,
Majority Cmte PAC,N00025095,"Carter, John",TX31,"$10,000",,
Majority Cmte PAC,N00046252,"Cawthorn, David Madison",NC11,"$10,000",,
Majority Cmte PAC,N00003689,"Chabot, Steve",OH01,"$10,000",,
Majority Cmte PAC,N00042296,"Cline, Ben",VA06,"$10,000",,
